NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Logico;5.53;Si;3543;316
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;9.29;Si;3866;192
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;6.32;Si;3912;0
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Elementos Extras;35.84;Si;3738;1950
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;8.36;Si;4076;171
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;81.77;Si;4115;6333
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.84;Si;3804;13
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;12.88;Si;4112;771
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;13.97;Si;3819;788
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;10.15;Si;3931;207
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Elementos Extras;16.88;Si;4171;1339
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;8.04;Si;3935;500
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;34.87;Si;4141;2601
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.05;Si;3689;118
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.73;Si;3636;192
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Elementos Extras;3.80;Si;4037;138
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.68;Si;3820;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Logico;4.62;Si;4197;0
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;6.33;Si;3877;271
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;27.70;Si;3928;2028
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Error Logico;10.39;Si;3895;735
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;10.83;Si;4057;719
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;137.18;Si;4156;9757
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;4.91;Si;4263;204
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;4.68;Si;3686;204
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Error Logico;27.78;Si;3727;1018
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Elementos Extras;55.54;Si;4171;4170
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;15.16;Si;3939;1028
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;14.49;Si;3946;1041
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;21.28;Si;3806;759
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;3.96;Si;3794;109
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Error Logico;5.16;Si;4148;165
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;7.00;Si;3657;487
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;3.54;Si;3613;180
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;7.92;Si;4077;567
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;7.11;Si;4093;152
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;6.33;Si;4182;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;5.61;Si;4281;157
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;6.92;Si;3915;467
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;6.97;Si;4061;369
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;7.32;Si;4001;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;25.35;Si;3986;1712
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Elementos Extras;8.73;Si;4076;532
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;60.42;Si;4178;5256
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.64;Si;3527;197
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;13.49;Si;3763;352
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;126.49;Si;4115;9611
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;27.84;Si;3932;1959
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;17.14;Si;4033;1023
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Logico;3.04;Si;3790;156
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Error Logico;63.99;Si;3895;4767
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;2.45;Si;4137;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;3.26;Si;4009;29
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;6.83;Si;4182;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Elementos Extras;4.29;Si;3998;0
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Elementos Extras;14.09;Si;3961;998
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;4.10;Si;4068;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Logico;8.29;Si;4182;589
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;7.12;Si;4281;202
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Elementos Extras;9.19;Si;4076;497
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;12.53;Si;3895;825
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;11.49;Si;4037;656
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;19.35;Si;3858;1333
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Error Sintaxis;13.49;Si;3954;949
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;20.39;Si;4182;1542
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;78.77;Si;5188;2637
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;21.93;Si;3888;1282
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;60.35;Si;3986;4393
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;8.32;Si;3919;417
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;14.62;Si;3619;1056
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;38.33;Si;4077;2431
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;23.94;Si;4115;1502
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Elementos Extras;3.86;Si;4006;112
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;5.26;Si;3872;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;3.49;Si;4270;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;5.31;Si;4117;167
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;4.68;Si;4068;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;6.40;Si;4076;382
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;5.45;Si;4200;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Logico;6.47;Si;4001;185
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;10.33;Si;3986;565
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;16.84;Si;5094;473
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;36.30;Si;3818;2938
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;9.41;Si;4122;459
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;7.39;Si;4196;505
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;20.82;Si;3888;1415
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;39.25;Si;3862;2829
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;6.21;Si;4170;279
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;1.94;Si;3919;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Elementos Extras;4.31;Si;3867;0
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;3.25;Si;3868;13
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;3.88;Si;4023;51
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;4.19;Si;4139;93
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;14.88;Si;4081;177
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;6.21;Si;4040;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Error Logico;78.08;Si;4182;5004
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Error Logico;6.77;Si;4001;184
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;7.89;Si;3888;411
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;5.70;Si;3772;252
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;9.17;Si;4200;495
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;10.12;Si;3822;718
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;4.57;Si;4278;80
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;8.43;Si;3848;364
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;12.27;Si;3953;209
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;14.14;Si;3802;273
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.42;Si;4090;7
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;4.18;Si;3794;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.93;Si;3673;250
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Elementos Extras;4.26;Si;4288;0
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;4.03;Si;3587;226
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Logico;5.03;Si;3870;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;4.06;Si;4040;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;4.03;Si;3874;0
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Error Logico;7.75;Si;3828;833
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Elementos Extras;7.01;Si;3849;215
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.93;Si;4197;0
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;5.44;Si;3787;201
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Sintaxis;10.04;Si;4141;530
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;34.96;Si;3954;2379
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;15.97;Si;3720;628
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Logico;8.01;Si;3958;730
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;10.30;Si;3866;181
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;4.93;Si;3794;0
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;4.39;Si;3580;219
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;4.99;Si;4148;174
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Elementos Extras;4.94;Si;4296;138
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Error Logico;6.37;Si;3839;173
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;5.53;Si;4171;374
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Sintaxis;5.48;Si;3882;147
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;9.08;Si;4061;368
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;7.41;Si;4056;566
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;7.62;Si;3999;233
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;10.66;Si;4156;551
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;11.17;Si;3760;169
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;2.82;Si;3773;51
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Elementos Extras;12.25;Si;3932;810
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;48.45;Si;3959;396
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Sintaxis;21.17;Si;4141;1344
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;19.02;Si;3727;826
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;19.78;Si;3657;1073
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;99.40;Si;5199;3746
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;21.98;Si;3939;1181
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;9.15;Si;3972;161
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.05;Si;3790;110
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Logico;3.13;Si;3572;156
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;8.03;Si;4060;387
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;4.13;Si;3753;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;14.06;Si;4192;667
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;10.76;Si;4061;623
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Elementos Extras;15.54;Si;3831;1205
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;58.46;Si;4156;4177
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;78.83;Si;3909;6786
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Elementos Extras;6.45;Si;4216;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;48.05;Si;5158;1639
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;13.72;Si;3844;875
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;15.63;Si;4182;1102
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.21;Si;3650;134
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.13;Si;3501;240
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Logico;3.84;Si;4145;127
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Elementos Extras;4.64;Si;4163;147
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;6.98;Si;3739;280
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Error Logico;10.14;Si;3919;300
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;72.70;Si;3939;4527
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;8.04;Si;4140;413
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;8.61;Si;4061;491
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;9.09;Si;3848;475
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Sintaxis;11.56;Si;4037;623
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.48;Si;3913;499
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Logico;3.75;Si;4067;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;15.21;Si;4008;271
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;25.32;Si;3862;1419
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;35.16;Si;4182;2519
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;4.42;Si;3805;181
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;35.14;Si;4025;2659
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Elementos Extras;26.48;Si;3932;1436
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;31.92;Si;4196;1985
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;104.01;Si;4175;8402
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;52.20;Si;3915;3700
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;1.99;Si;4155;6
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;2.53;Si;4283;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Error Logico;6.14;Si;4293;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;5.07;Si;3913;176
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;7.02;Si;3919;458
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;14.66;Si;3878;798
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Error Sintaxis;23.80;Si;4037;1461
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Error Logico;174.43;Si;3615;1223
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;35.68;Si;4029;2450
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;4.84;Si;4067;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;38.92;Si;3862;2720
