NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;6.04;Si;3872;0
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;4.11;Si;3772;243
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;4.77;Si;4068;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Elementos Extras;4.97;Si;4006;124
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;9.37;Si;4109;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;15.17;Si;4171;801
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;13.04;Si;3919;539
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;145.26;Si;5132;4324
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Error Sintaxis;23.09;Si;3954;1721
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.49;Si;3872;0
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;10.08;Si;3818;432
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;52.10;Si;4076;3223
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;5.79;Si;3953;140
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;48.64;Si;4156;3775
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Error Logico;25.30;Si;4182;1808
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;15.07;Si;4196;1201
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;38.32;Si;3862;2208
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;11.72;Si;3802;263
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;4.48;Si;4023;110
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;1.71;Si;3919;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;4.54;Si;3636;299
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Elementos Extras;5.32;Si;4006;170
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;7.37;Si;3888;439
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Logico;5.40;Si;4001;235
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;9.25;Si;4200;411
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.26;Si;4090;14
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;6.88;Si;4156;307
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;13.61;Si;3822;693
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;21.10;Si;3657;1101
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;95.62;Si;4182;6412
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Sintaxis;9.68;Si;4141;651
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;25.91;Si;3954;1657
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;5.39;Si;4040;0
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;9.06;Si;3848;336
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Error Logico;18.14;Si;3828;686
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.63;Si;3868;7
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;2.64;Si;3673;72
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;3.67;Si;3927;82
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Elementos Extras;5.25;Si;3867;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Sintaxis;31.71;Si;4141;1339
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;25.29;Si;3959;445
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;3.55;Si;4270;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;5.39;Si;4040;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;3.44;Si;3874;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;41.12;Si;4056;4764
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Error Logico;4.56;Si;3870;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;69.95;Si;4182;4734
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;7.50;Si;3844;623
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;31.84;Si;3986;1835
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;4.58;Si;3760;152
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Elementos Extras;4.51;Si;4288;0
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;21.43;Si;3720;410
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;4.54;Si;3587;262
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;6.17;Si;4081;182
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;4.00;Si;3794;0
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Elementos Extras;3.93;Si;3849;93
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Elementos Extras;5.44;Si;4216;0
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;9.05;Si;3972;189
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;8.80;Si;4061;588
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;5.45;Si;3909;464
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;8.60;Si;4017;197
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;5.45;Si;4192;417
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Logico;21.49;Si;3958;783
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;6.99;Si;3999;311
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Sintaxis;5.76;Si;3753;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Logico;4.36;Si;3870;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;22.23;Si;3939;1664
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;3.85;Si;4278;126
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Error Logico;24.01;Si;3615;1081
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;12.62;Si;4060;644
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;14.11;Si;3848;776
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;9.26;Si;4141;544
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;18.64;Si;3986;1311
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;3.40;Si;3580;185
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;6.48;Si;4008;194
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.76;Si;3650;215
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Error Logico;3.89;Si;3839;125
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.21;Si;4197;0
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;5.77;Si;3773;155
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Logico;4.22;Si;4137;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;5.11;Si;3913;187
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Elementos Extras;4.61;Si;4216;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;42.00;Si;3939;3260
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;21.57;Si;3899;785
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Elementos Extras;38.13;Si;3831;1181
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;5.50;Si;3753;0
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;55.60;Si;3815;3522
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.47;Si;3913;441
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;43.24;Si;4061;3339
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.31;Si;4196;454
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;50.55;Si;4171;3116
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Logico;3.46;Si;3572;165
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;2.47;Si;3977;0
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.52;Si;3501;172
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Logico;3.81;Si;4067;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;2.05;Si;4283;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Sintaxis;4.58;Si;4037;198
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;7.31;Si;4076;134
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;7.25;Si;4148;229
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;5.74;Si;3739;199
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Elementos Extras;5.84;Si;4163;99
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Error Sintaxis;7.17;Si;3913;292
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;13.94;Si;3819;737
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;21.29;Si;3862;1471
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;11.03;Si;4025;701
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;89.27;Si;5003;2766
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;6.67;Si;4061;406
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Elementos Extras;21.29;Si;3932;1467
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;34.33;Si;3878;839
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;15.88;Si;4175;842
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;39.50;Si;4111;2487
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;3.67;Si;4291;70
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Logico;3.96;Si;4067;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.41;Si;3805;171
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;4.57;Si;3985;114
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;5.34;Si;3463;158
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;5.04;Si;3970;80
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;5.62;Si;3790;191
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Elementos Extras;25.36;Si;3953;1163
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Error Logico;7.18;Si;4293;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Logico;3.47;Si;3870;0
