ID_Unico;NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida;RespuestaEstudiante_Preview;RespuestaModelo_Preview;FechaHora;ArchivoRespuesta;ArchivoRevisionCompleta;ErroresCorrectamenteIdentificados;ErroresInventados;Comentarios;Puntuacion_Manual
Contexto2023-1_Ejercicio3_2023-1_Error Sintaxis_deepseek_deepseek-r1-0528-qwen3-8b_free;Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;9.83;Si;4137;597;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente == cliente.id GROUP BY cliente.id, cliente.nombre, WHERE COUNT(ticket.id) == (     SELECT MAX(nro_ti;Errores identificados:   1. Sintaxis: Posición incorrecta de WHERE.      - ¿Por qué es un error? En SQL, la cláusula WHERE debe colocarse después de la cláusula SELECT (no fuera de GROUP BY, lo que ha;2025-10-02 18:56:19;Contexto2023-1/Ejercicio3_2023-1/Error Sintaxis/deepseek_deepseek-r1-0528-qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Error Sintaxis_deepseek_deepseek-r1-0528-qwen3-8b_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Error Logico_qwen_qwen3-8b_free;Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Error Logico;28.32;Si;3819;2076;- Respuesta estudiante -  SELECT academico.nombre FROM tesis INNER JOIN academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 2018,   - Ta;Errores identificados: 1. Lógico: Condición incorrecta en WHERE.     - ¿Por qué es un error? La consulta filtra por `anio_ingreso = 2018`, pero el enunciado requiere estudiantes que ingresaron en el a;2025-10-02 18:56:19;Contexto2023-2/Ejercicio3_2023-2/Error Logico/qwen_qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Error Logico_qwen_qwen3-8b_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Elementos Extras_deepseek_deepseek-chat-v3.1_free;Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;6.36;Si;3889;163;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico, COUNT(tesis.ref_estudiante) AS nro_estudiantes FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id WHERE academico.;Errores identificados: 1. Error conceptual: Uso innecesario de filtro WHERE por área.    - ¿Por qué es un error? El enunciado no solicita filtrar académicos por área específica, solo pide contar estud;2025-10-02 18:56:19;Contexto2023-2/Ejercicio1_2023-2/Elementos Extras/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Elementos Extras_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Error Logico_mistralai_mistral-nemo_free;Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Error Logico;7.64;Si;3801;265;- Respuesta estudiante -  SELECT academico.nombre FROM academico INNER JOIN tesis ON tesis.ref_estudiante = academico.id   - Tabla resultante de estudiante -  |nombre           | |-----------------| |;Errores identificados: 1. Lógico: Falta la condición para contar el número de estudiantes de los cuales ha sido tutor el académico.    - ¿Por qué es un error?: La consulta del estudiante no incluye la;2025-10-02 18:56:19;Contexto2023-2/Ejercicio1_2023-2/Error Logico/mistralai_mistral-nemo_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Error Logico_mistralai_mistral-nemo_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Respuesta Incorrecta_x-ai_grok-4-fast_free;Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;38.33;Si;3745;1189;- Respuesta estudiante -  SELECT academico.nombre, COUNT(*)  FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id GROUP BY academico.nombre, tesis.ref_estudiante  - Tabla resultante de es;Errores identificados: 1. Error Lógico: Inclusión incorrecta de tesis.ref_estudiante en GROUP BY.    ¿Por qué es un error? El GROUP BY por nombre del académico y ref_estudiante agrupa por cada estudia;2025-10-02 18:56:19;Contexto2023-2/Ejercicio1_2023-2/Respuesta Incorrecta/x-ai_grok-4-fast_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Respuesta Incorrecta_x-ai_grok-4-fast_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_qwen_qwen3-14b_free;Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;48.66;Si;4115;3476;- Respuesta estudiante -  SELECT cliente.nombre, count(ticket.id) as ticket FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id group by cliente.nombre Order by ticket DESC Limit 1,  - Ta;Errores identificados: 1. Lógico: Uso de LIMIT 1 en lugar de identificar todos los clientes con el máximo de tickets.    - ¿Por qué es un error? El enunciado requiere listar a todos los clientes con l;2025-10-02 18:56:19;Contexto2023-1/Ejercicio3_2023-1/Respuesta Incorrecta/qwen_qwen3-14b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Respuesta Incorrecta_qwen_qwen3-14b_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_qwen_qwen3-235b-a22b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;9.34;Si;4196;462;- Respuesta estudiante -  SELECT cliente.nombre, COUNT(DISTINCT viaje.destino) FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id INNER JOIN viaje ON ticket.refviaje = viaje.id GROUP BY ;No hay error encontrado.;2025-10-02 18:56:19;Contexto2023-1/Ejercicio2_2023-1/Respuesta Correcta/qwen_qwen3-235b-a22b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Respuesta Correcta_qwen_qwen3-235b-a22b_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Respuesta Correcta_google_gemma-3-4b-it_free;Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;6.81;Si;3937;0;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico FROM academico INNER JOIN revisor ON revisor.ref_academico = academico.id GROUP BY academico.id, academico.nombre HAVING COUNT(rev;Errores identificados:    1. logico: Uso de subconsulta anidada innecesaria.       - ¿Por qué es un error? La consulta utiliza una subconsulta anidada para encontrar el máximo número de tesis revisada;2025-10-02 18:56:19;Contexto2023-2/Ejercicio2_2023-2/Respuesta Correcta/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Respuesta Correcta_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_qwen_qwen3-8b_free;Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Error Sintaxis;14.33;Si;4112;843;- Respuesta estudiante -  SELECT cliente.nombre, COUNT DISTINCT viaje.destino FROM cliente INNER JOIN ticket ticket.refcliente == cliente.id INNER JOIN viaje ticket.refviaje == viaje.id GROUP BY clien;Errores identificados: 1. Sintaxis: Uso incorrecto de COUNT DISTINCT.    - ¿Por qué es un error? La función COUNT DISTINCT debe estar encerrada en paréntesis, ya que es una función de agregación. La s;2025-10-02 18:56:19;Contexto2023-1/Ejercicio2_2023-1/Error Sintaxis/qwen_qwen3-8b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Error Sintaxis_qwen_qwen3-8b_free.txt;;;;
Contexto2023-2_Ejercicio3_2023-2_Respuesta Incorrecta_google_gemma-3-12b-it_free;Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;2.66;Si;3957;56;- Respuesta estudiante -  SELECT academico.nombre FROM tesis INNER JOIN academico ON academico.id = ref_tutor  INNER JOIN estudiante ON estudiante.id = ref_estudiante WHERE anio_ingreso = 2019,  - Tab;"="" Allena  Errores identificados:     1.  Errores lógicos           ¿Por qué? El  a  la  tabla  de  la  de  todos  los         los  a  los  de";2025-10-02 18:56:21;Contexto2023-2/Ejercicio3_2023-2/Respuesta Incorrecta/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio3_2023-2_Respuesta Incorrecta_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Respuesta Incorrecta_mistralai_mistral-nemo_free;Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;4.91;Si;4038;129;- Respuesta estudiante -  SELECT viaje.destino FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id WHERE cliente.nombre = 'Juan',  - Tabla resultante de;Errores identificados: 1. Conceptual: La respuesta del estudiante incluye destinos repetidos.    - ¿Por qué es un error? El enunciado especifica que no se deben repetir los nombres de ciudad. El uso d;2025-10-02 18:57:25;Contexto2023-1/Ejercicio1_2023-1/Respuesta Incorrecta/mistralai_mistral-nemo_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Respuesta Incorrecta_mistralai_mistral-nemo_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Error Sintaxis_google_gemma-3-4b-it_free;Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;6.55;Si;3912;0;- Respuesta estudiante -  SELECT academicos.nombre AS nombre_academico FROM academicos INNER JOIN revisor ON revisor.ref_academico = academicos.id GROUP BY academicos.id academicos.nombre HAVING COUNT;Errores identificados: 1.  logico: Uso incorrecto de la subconsulta en la cláusula HAVING.      - ¿Por qué es un error? La subconsulta dentro de HAVING calcula el máximo número de tesis revisadas, per;2025-10-02 18:57:25;Contexto2023-2/Ejercicio2_2023-2/Error Sintaxis/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Error Sintaxis_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Elementos Extras_qwen_qwen3-14b_free;Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Elementos Extras;13.55;Si;4171;986;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id GROUP BY cliente.id, cliente.nombre HAVING COUNT(ticket.id) = (     SELECT MAX(nro_tick;Errores identificados: 1. Error conceptual: Uso innecesario de ORDER BY.    - ¿Por qué es un error? El enunciado no solicita ordenar los resultados por nombre, por lo que este operador no es necesario;2025-10-02 18:57:25;Contexto2023-1/Ejercicio3_2023-1/Elementos Extras/qwen_qwen3-14b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Elementos Extras_qwen_qwen3-14b_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Error Logico_meta-llama_llama-4-maverick_free;Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.55;Si;3543;243;- Respuesta estudiante -  SELECT academico.nombre FROM academico INNER JOIN tesis ON tesis.ref_estudiante = academico.id   - Tabla resultante de estudiante -  |nombre           | |-----------------| |;Errores identificados: 1. Error Lógico: La consulta no cuenta el número de estudiantes por tutor.    - ¿Por qué es un error? La consulta solo lista los nombres de los académicos sin contar el número d;2025-10-02 18:57:25;Contexto2023-2/Ejercicio1_2023-2/Error Logico/meta-llama_llama-4-maverick_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Error Logico_meta-llama_llama-4-maverick_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Error Logico_deepseek_deepseek-chat-v3.1_free;Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;6.74;Si;3866;181;- Respuesta estudiante -  SELECT academico.nombre AS rev_nombre FROM academico JOIN revisor ON revisor.ref_academico = academico.id GROUP BY academico.id, academico.nombre ORDER BY COUNT(revisor.ref_t;Errores identificados: 1. Error de sintaxis: Uso de cláusulas prohibidas ORDER BY y LIMIT.    - ¿Por qué es un error? El enunciado prohíbe explícitamente el uso de ORDER BY, OFFSET o LIMIT, y la consu;2025-10-02 18:57:25;Contexto2023-2/Ejercicio2_2023-2/Error Logico/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Error Logico_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Respuesta Correcta_google_gemma-3-27b-it_free;Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;3.74;Si;4273;0;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente = cliente.id GROUP BY cliente.id, cliente.nombre HAVING COUNT(ticket.id) = (     SELECT MAX(nro_tick;Errores identificados: 1. Conceptual: Uso de subconsulta innecesaria.    - ¿Por qué es un error? La subconsulta anidada para encontrar el máximo número de tickets es redundante y complica la consulta ;2025-10-02 18:57:25;Contexto2023-1/Ejercicio3_2023-1/Respuesta Correcta/google_gemma-3-27b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Respuesta Correcta_google_gemma-3-27b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Elementos Extras_google_gemma-3-4b-it_free;Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Elementos Extras;4.81;Si;4083;0;- Respuesta estudiante -  SELECT DISTINCT viaje.destino FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id WHERE cliente.nombre = 'Juan' AND cliente.no;Errores identificados: 1.  logico: Uso innecesario de JOIN con la tabla cliente.     - ¿Por qué es un error? La tabla cliente no es necesaria para obtener los campos solicitados (destino está en la ta;2025-10-02 18:57:25;Contexto2023-1/Ejercicio1_2023-1/Elementos Extras/google_gemma-3-4b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Elementos Extras_google_gemma-3-4b-it_free.txt;;;;
Contexto2023-1_Ejercicio2_2023-1_Error Logico_google_gemma-3-12b-it_free;Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Error Logico;4.95;Si;4197;0;- Respuesta estudiante -  select cliente.nombre, count(viaje.destino)  from cliente, viaje, ticket where  ticket.refviaje = viaje.id and ticket.refcliente = cliente.id group by cliente.nombre,  - Tabl;Errores identificados: 1. Lógico: Contando destinos duplicados.    - ¿Por qué es un error? La consulta no utiliza `DISTINCT` en la función `COUNT(viaje.destino)`, lo que significa que si un cliente vi;2025-10-02 18:57:25;Contexto2023-1/Ejercicio2_2023-1/Error Logico/google_gemma-3-12b-it_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio2_2023-1_Error Logico_google_gemma-3-12b-it_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Error Sintaxis_deepseek_deepseek-chat-v3.1_free;Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;6.31;Si;3931;222;"- Respuesta estudiante -  SELECT DISTINCT viaje.destino FROM cliente JOIN ticket ticket.refcliente == cliente.id JOIN viaje ticket.refviaje == viaje.id WHERE cliente.nombre == ""Juan"",  - Tabla resulta";"Errores identificados: 1. Error de Sintaxis: Uso incorrecto de operador de comparación en las cláusulas JOIN.    - ¿Por qué es un error? En SQL se utiliza el operador ""="" para las comparaciones en lug";2025-10-02 18:57:25;Contexto2023-1/Ejercicio1_2023-1/Error Sintaxis/deepseek_deepseek-chat-v3.1_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Error Sintaxis_deepseek_deepseek-chat-v3.1_free.txt;;;;
Contexto2023-1_Ejercicio3_2023-1_Error Sintaxis_qwen_qwen3-30b-a3b_free;Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;19.05;Si;4141;1323;- Respuesta estudiante -  SELECT cliente.nombre FROM cliente INNER JOIN ticket ON ticket.refcliente == cliente.id GROUP BY cliente.id, cliente.nombre, WHERE COUNT(ticket.id) == (     SELECT MAX(nro_ti;Errores identificados: 1. Sintaxis: Uso de operador == en JOIN.    - ¿Por qué es un error? En SQL, se debe usar = para comparar en condiciones de unión, == es un operador de comparación no válido en e;2025-10-02 18:57:25;Contexto2023-1/Ejercicio3_2023-1/Error Sintaxis/qwen_qwen3-30b-a3b_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio3_2023-1_Error Sintaxis_qwen_qwen3-30b-a3b_free.txt;;;;
Contexto2023-1_Ejercicio1_2023-1_Respuesta Correcta_x-ai_grok-4-fast_free;Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;18.89;Si;3829;452;- Respuesta estudiante -  SELECT DISTINCT viaje.destino FROM cliente JOIN ticket ON ticket.refcliente = cliente.id JOIN viaje ON ticket.refviaje = viaje.id WHERE cliente.nombre = 'Juan',  - Tabla resu;No hay error encontrado.;2025-10-02 18:57:25;Contexto2023-1/Ejercicio1_2023-1/Respuesta Correcta/x-ai_grok-4-fast_free/respuestamodelo.txt;revision_manual/Contexto2023-1_Ejercicio1_2023-1_Respuesta Correcta_x-ai_grok-4-fast_free.txt;;;;
Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_qwen_qwen3-coder_free;Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Elementos Extras;8.67;Si;4028;319;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico FROM (     SELECT academico.id, academico.nombre     FROM academico ) AS academico INNER JOIN (     SELECT revisor.ref_academico, ;Errores identificados: 1. Error conceptual: Uso innecesario de subconsultas para obtener académicos y revisores.    - ¿Por qué es un error? Las subconsultas `(SELECT academico.id, academico.nombre FRO;2025-10-02 18:57:25;Contexto2023-2/Ejercicio2_2023-2/Elementos Extras/qwen_qwen3-coder_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio2_2023-2_Elementos Extras_qwen_qwen3-coder_free.txt;;;;
Contexto2023-2_Ejercicio1_2023-2_Elementos Extras_x-ai_grok-4-fast_free;Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Elementos Extras;46.03;Si;3738;1922;- Respuesta estudiante -  SELECT academico.nombre AS nombre_academico, COUNT(tesis.ref_estudiante) AS nro_estudiantes FROM academico INNER JOIN tesis ON tesis.ref_tutor = academico.id WHERE academico.;Errores identificados: 1. Error conceptual: Inclusión innecesaria de la cláusula WHERE para filtrar por área.    ¿Por qué es un error? Todos los académicos tienen el mismo valor en 'area' ('Area X'), ;2025-10-02 18:57:25;Contexto2023-2/Ejercicio1_2023-2/Elementos Extras/x-ai_grok-4-fast_free/respuestamodelo.txt;revision_manual/Contexto2023-2_Ejercicio1_2023-2_Elementos Extras_x-ai_grok-4-fast_free.txt;;;;
