NombreDB;NombreEjercicio;ModeloUsado;EvaluandoCategoria;DuracionTiempoRespuesta;ExitoRespuesta;TokensEntrada;TokensSalida
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;4.85;Si;4038;126
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;8.67;Si;3866;156
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;6.60;Si;3912;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.95;Si;3820;0
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;11.40;Si;3931;200
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Elementos Extras;5.51;Si;4037;177
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Elementos Extras;19.45;Si;4171;985
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;8.02;Si;4076;169
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;29.49;Si;3829;335
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;16.43;Si;4141;593
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;34.34;Si;4617;1133
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Error Logico;16.89;Si;4278;448
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Respuesta Incorrecta;108.77;Si;3745;981
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Elementos Extras;25.20;Si;3738;1312
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;43.88;Si;4115;2449
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.69;Si;3689;110
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.02;Si;3686;156
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;5.02;Si;4263;188
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Error Logico;5.91;Si;4197;0
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;9.41;Si;3877;362
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;7.77;Si;3794;226
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;7.28;Si;3763;188
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Elementos Extras;10.16;Si;4076;472
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;76.21;Si;4910;2362
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;161.51;Si;4827;5436
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;43.37;Si;3806;718
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;12.54;Si;4057;643
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;52.85;Si;3935;6859
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;155.12;Si;4156;10420
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Error Logico;55.34;Si;3727;1139
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;26.53;Si;3928;3386
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Respuesta Incorrecta;10.42;Si;4077;501
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;7.60;Si;4182;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Error Logico;16.86;Si;3895;889
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Elementos Extras;63.37;Si;4171;3528
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.26;Si;3527;126
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;4.80;Si;3613;261
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;2.65;Si;4281;71
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.14;Si;4061;413
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;7.07;Si;4182;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Respuesta Incorrecta;9.86;Si;4077;562
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Error Logico;16.16;Si;3895;1050
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Error Logico;10.34;Si;4148;200
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.68;Si;3804;7
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;18.61;Si;3939;693
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Elementos Extras;11.83;Si;4076;560
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;6.87;Si;4093;134
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;38.88;Si;3619;985
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Respuesta Incorrecta;116.69;Si;3946;2246
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;7.63;Si;4033;719
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;26.84;Si;3915;3283
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;117.09;Si;4115;6526
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Elementos Extras;16.52;Si;3932;865
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;28.57;Si;3888;1624
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;2.00;Si;4145;14
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Error Logico;3.24;Si;3790;139
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Elementos Extras;3.19;Si;4006;102
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;7.60;Si;4281;165
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Respuesta Incorrecta;4.31;Si;4009;164
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;11.61;Si;3657;441
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;8.34;Si;3818;935
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Incorrecta;6.88;Si;4178;326
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Error Sintaxis;16.00;Si;3954;824
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;10.13;Si;3919;500
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;5.44;Si;4081;164
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;11.09;Si;4122;401
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Elementos Extras;47.48;Si;3961;962
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;29.08;Si;4874;823
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Elementos Extras;100.53;Si;4969;2978
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;4.26;Si;4068;0
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Error Sintaxis;10.52;Si;4037;553
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;16.92;Si;3888;1213
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Error Logico;42.46;Si;3895;2103
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Elementos Extras;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-27b-it:free;Error Logico;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;5.11;Si;4200;0
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;3.94;Si;3772;270
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Incorrecta;5.35;Si;3872;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Elementos Extras;7.69;Si;4006;156
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-14b:free;Error Logico;15.04;Si;4182;731
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;8.39;Si;3802;196
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;20.52;Si;3822;1031
Contexto2023-1;Ejercicio3_2023-1;x-ai/grok-4-fast:free;Error Logico;9.17;Si;3958;555
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;30.44;Si;3888;1615
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Incorrecta;13.46;Si;4182;728
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;26.59;Si;3858;3376
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;14.99;Si;4196;921
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;4.52;Si;4068;0
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;7.87;Si;4090;176
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Error Sintaxis;23.95;Si;3954;1268
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Incorrecta;17.85;Si;4077;818
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Correcta;1.20;Si;3868;7
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-coder:free;Respuesta Incorrecta;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-12b-it:free;Error Logico;5.94;Si;3870;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Error Sintaxis;10.63;Si;4141;531
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Incorrecta;3.12;Si;4278;69
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Respuesta Correcta;16.81;Si;3959;411
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.61;Si;3872;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;5.25;Si;3882;232
Contexto2023-1;Ejercicio3_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;3.18;Si;4139;40
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Error Sintaxis;40.52;Si;3657;1054
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;10.74;Si;4171;1087
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Elementos Extras;4.77;Si;3867;0
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Error Sintaxis;17.33;Si;3954;888
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Respuesta Correcta;4.99;Si;4023;111
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-8b:free;Error Logico;38.47;Si;4182;2810
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Elementos Extras;8.63;Si;4200;381
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Incorrecta;4.57;Si;4076;146
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;45.83;Si;3862;2530
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-12b-it:free;Error Sintaxis;6.75;Si;4040;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.02;Si;3673;59
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;2.49;Si;3927;14
Contexto2023-1;Ejercicio3_2023-1;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.81;Si;3787;172
Contexto2023-2;Ejercicio2_2023-2;google/gemma-3-4b-it:free;Error Logico;4.58;Si;3870;0
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-chat-v3.1:free;Error Logico;7.09;Si;3760;137
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-chat-v3.1:free;Error Logico;5.00;Si;3953;126
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-4b-it:free;Error Sintaxis;4.54;Si;4040;0
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Respuesta Incorrecta;5.65;Si;3848;205
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Incorrecta;9.89;Si;4278;220
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Error Sintaxis;6.96;Si;3953;376
Contexto2023-2;Ejercicio1_2023-2;mistralai/mistral-nemo:free;Elementos Extras;6.09;Si;3849;160
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Error Sintaxis;9.31;Si;3882;211
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Elementos Extras;5.61;Si;4296;115
Contexto2023-2;Ejercicio1_2023-2;x-ai/grok-4-fast:free;Respuesta Correcta;11.61;Si;3720;522
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;9.79;Si;4192;501
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-235b-a22b:free;Error Logico;24.05;Si;4182;1356
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Respuesta Correcta;34.88;Si;3986;1873
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Error Sintaxis;22.68;Si;4141;1684
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;17.26;Si;4175;952
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;43.18;Si;3844;2827
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-coder:free;Error Logico;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;mistralai/mistral-nemo:free;Error Logico;4.58;Si;3839;126
Contexto2023-1;Ejercicio2_2023-1;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.29;Si;4196;417
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Incorrecta;4.20;Si;4197;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Error Sintaxis;10.68;Si;3848;607
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-27b-it:free;Error Logico;7.37;Si;4301;166
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;19.22;Si;4156;1146
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Elementos Extras;3.14;Si;3580;168
Contexto2023-1;Ejercicio1_2023-1;x-ai/grok-4-fast:free;Error Logico;33.95;Si;3828;697
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Elementos Extras;9.79;Si;3972;212
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Respuesta Correcta;7.85;Si;4061;399
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;9.50;Si;3927;205
Contexto2023-2;Ejercicio1_2023-2;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;5.76;Si;3587;287
Contexto2023-2;Ejercicio3_2023-2;x-ai/grok-4-fast:free;Error Logico;22.23;Si;3615;907
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Elementos Extras;6.91;Si;4296;128
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;4.13;Si;3753;0
Contexto2023-2;Ejercicio1_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Respuesta Correcta;21.41;Si;3909;1271
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Error Sintaxis;15.70;Si;4141;834
Contexto2023-1;Ejercicio1_2023-1;mistralai/mistral-nemo:free;Error Sintaxis;9.01;Si;3999;275
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-8b:free;Respuesta Correcta;64.59;Si;3986;3635
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Error Sintaxis;0.00;No;0;0
Contexto2023-1;Ejercicio1_2023-1;meta-llama/llama-4-maverick:free;Error Sintaxis;0.00;No;0;0
Contexto2023-2;Ejercicio2_2023-2;meta-llama/llama-4-maverick:free;Error Logico;4.15;Si;3572;143
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-27b-it:free;Respuesta Correcta;3.03;Si;4291;14
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-235b-a22b:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-4b-it:free;Respuesta Correcta;4.71;Si;3794;0
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Respuesta Incorrecta;6.41;Si;4148;150
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Elementos Extras;9.87;Si;3932;544
Contexto2023-1;Ejercicio1_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;5.48;Si;4056;445
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-14b:free;Respuesta Incorrecta;14.24;Si;3939;823
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Elementos Extras;5.89;Si;4216;0
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-30b-a3b:free;Respuesta Correcta;9.92;Si;3913;698
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;12.37;Si;4061;628
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-chat-v3.1:free;Error Sintaxis;11.37;Si;4008;282
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Error Sintaxis;8.81;Si;3739;303
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-8b:free;Respuesta Correcta;40.58;Si;4156;3134
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-12b-it:free;Error Logico;5.70;Si;4219;0
Contexto2023-2;Ejercicio3_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Logico;25.99;Si;3815;1659
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Error Sintaxis;5.65;Si;3913;234
Contexto2023-2;Ejercicio2_2023-2;x-ai/grok-4-fast:free;Elementos Extras;20.81;Si;3831;981
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Error Sintaxis;4.84;Si;3463;353
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-14b:free;Error Sintaxis;4.58;Si;4037;155
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-27b-it:free;Respuesta Correcta;1.81;Si;3985;14
Contexto2023-1;Ejercicio3_2023-1;google/gemma-3-4b-it:free;Error Logico;5.35;Si;4219;0
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Error Sintaxis;5.73;Si;3782;0
Contexto2023-1;Ejercicio2_2023-1;x-ai/grok-4-fast:free;Error Sintaxis;9.61;Si;3878;703
Contexto2023-2;Ejercicio2_2023-2;qwen/qwen3-14b:free;Error Logico;13.65;Si;3919;742
Contexto2023-1;Ejercicio2_2023-1;mistralai/mistral-nemo:free;Elementos Extras;6.49;Si;4163;152
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-30b-a3b:free;Error Logico;8.10;Si;4060;436
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Respuesta Incorrecta;3.77;Si;3790;210
Contexto2023-2;Ejercicio3_2023-2;qwen/qwen3-30b-a3b:free;Error Logico;11.65;Si;3819;645
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;24.70;Si;4061;799
Contexto2023-2;Ejercicio3_2023-2;mistralai/mistral-nemo:free;Respuesta Correcta;6.97;Si;3773;194
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-235b-a22b:free;Respuesta Correcta;13.38;Si;4156;658
Contexto2023-1;Ejercicio3_2023-1;deepseek/deepseek-chat-v3.1:free;Elementos Extras;4.99;Si;4076;125
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-12b-it:free;Respuesta Correcta;9.42;Si;4291;197
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Respuesta Incorrecta;61.71;Si;3939;3468
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-r1-0528-qwen3-8b:free;Elementos Extras;6.72;Si;4025;589
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-8b:free;Elementos Extras;9.67;Si;3932;583
Contexto2023-1;Ejercicio1_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;0.00;No;0;0
Contexto2023-1;Ejercicio3_2023-1;qwen/qwen3-coder:free;Respuesta Correcta;2.80;Si;4155;6
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-12b-it:free;Respuesta Correcta;3.08;Si;3847;0
Contexto2023-1;Ejercicio2_2023-1;google/gemma-3-4b-it:free;Respuesta Correcta;3.32;Si;4211;0
Contexto2023-1;Ejercicio2_2023-1;meta-llama/llama-4-maverick:free;Elementos Extras;3.81;Si;3805;228
Contexto2023-2;Ejercicio1_2023-2;google/gemma-3-4b-it:free;Error Sintaxis;4.94;Si;3782;0
Contexto2023-2;Ejercicio3_2023-2;meta-llama/llama-4-maverick:free;Respuesta Correcta;3.02;Si;3501;140
Contexto2023-1;Ejercicio1_2023-1;google/gemma-3-27b-it:free;Error Logico;6.48;Si;4145;201
Contexto2023-1;Ejercicio2_2023-1;deepseek/deepseek-r1-0528-qwen3-8b:free;Error Sintaxis;7.16;Si;4108;679
Contexto2023-2;Ejercicio1_2023-2;qwen/qwen3-235b-a22b:free;Elementos Extras;44.97;Si;4730;1265
Contexto2023-2;Ejercicio3_2023-2;google/gemma-3-27b-it:free;Error Logico;5.23;Si;3878;155
Contexto2023-2;Ejercicio2_2023-2;deepseek/deepseek-chat-v3.1:free;Respuesta Incorrecta;8.30;Si;3866;165
